time,latitude,longitude,depth,mag,place
2022-01-22T17:55:50.611Z,-27.9061,-67.0951,247.2,4.4,"Catamarca, Argentina"
2022-01-22T18:12:36.252Z,-5.1624,146.7568,196.38,4.5,"107 km E of Madang, Papua New Guinea"
2022-01-22T20:00:13.741Z,-22.7836,-68.5383,14.82,4.2,"37 km WNW of San Pedro de Atacama, Chile"
2022-01-22T20:03:45.965Z,-22.7533,-68.4908,13.11,4.1,"34 km WNW of San Pedro de Atacama, Chile"
2022-01-22T20:47:45.577Z,-20.3069,-173.3128,10.0,4.4,"121 km ESE of Pangai, Tonga"
2022-01-22T21:21:26.756Z,-20.5567,-175.3629,10.0,4.8,"66 km NNW of Nuku‘alofa, Tonga"
2022-01-22T21:48:27.341Z,-18.9623,169.3975,240.84,5.1,"65 km N of Isangel, Vanuatu"
2022-01-23T02:26:58.135Z,-3.6778,152.0658,10.0,4.5,"58 km N of Rabaul, Papua New Guinea"
2022-01-23T04:12:32.411Z,-13.9487,-70.5734,10.0,4.2,central Peru
2022-01-23T12:24:03.943Z,-20.8225,-175.4951,10.0,4.6,"46 km NW of Nuku‘alofa, Tonga"
2022-01-23T12:38:32.414Z,-22.5244,-176.1285,10.0,4.5,"177 km SW of Vaini, Tonga"
2022-01-23T13:51:05.897Z,-58.7984,-23.3525,10.0,4.6,South Sandwich Islands region
2022-01-23T14:05:45.897Z,-7.3142,128.3868,121.74,4.1,"203 km NE of Lospalos, Timor Leste"
2022-01-23T14:19:13.276Z,-59.3727,-25.0709,10.0,4.6,South Sandwich Islands region
2022-01-23T14:22:06.822Z,-19.5367,-177.5109,571.3,4.2,"299 km NW of Haveluloto, Tonga"
2022-01-23T14:38:36.428Z,-20.6497,-177.4838,458.49,4.2,Fiji region
2022-01-23T14:45:56.474Z,-17.7611,-174.2007,163.83,4.2,"101 km NNW of Neiafu, Tonga"
2022-01-23T15:11:06.326Z,-29.8269,-179.4256,331.36,4.1,Kermadec Islands region
2022-01-23T16:33:45.032Z,-44.4109,167.947,10.0,4.3,"89 km NW of Queenstown, New Zealand"
2022-01-23T17:12:47.076Z,-0.1199,124.0583,100.16,4.3,"132 km ESE of Gorontalo, Indonesia"
2022-01-23T17:28:45.427Z,-0.3967,67.1777,10.0,4.6,Carlsberg Ridge
2022-01-23T18:19:47.815Z,-18.436,176.3294,10.0,4.7,"134 km WSW of Nadi, Fiji"
2022-01-23T18:28:41.475Z,-21.0407,-68.558,148.35,4.4,"161 km NNE of Calama, Chile"
2022-01-23T18:46:02.664Z,-44.4012,167.8546,10.0,4.4,"94 km NW of Queenstown, New Zealand"
2022-01-23T19:47:53.515Z,-60.0266,-26.3973,59.2,4.7,South Sandwich Islands region
2022-01-23T21:33:52.922Z,-13.9084,-70.5047,10.0,4.6,"11 km ESE of Corani, Peru"
2022-01-23T22:30:36.858Z,-24.3221,-67.0673,168.9,4.4,"76 km W of San Antonio de los Cobres, Argentina"
2022-01-24T01:39:51.653Z,-57.2933,-24.7339,10.0,4.4,South Sandwich Islands region
2022-01-24T02:03:14.843Z,-20.7014,-175.5598,10.0,4.8,Tonga
2022-01-24T02:46:17.135Z,-6.3728,129.9277,148.91,4.1,Banda Sea
2022-01-24T06:40:33.800Z,-21.2649,-68.8627,132.9,4.4,"132 km N of Calama, Chile"
2022-01-24T10:28:12.667Z,-18.2017,-175.2454,227.71,4.4,"142 km WNW of Neiafu, Tonga"
2022-01-24T11:23:38.907Z,-31.5017,-179.9982,411.12,4.5,Kermadec Islands region
2022-01-24T11:36:30.688Z,-20.8419,-175.4082,10.0,4.7,"39 km NNW of Nuku‘alofa, Tonga"
2022-01-24T12:40:04.708Z,-33.9105,-179.4432,54.64,4.8,south of the Kermadec Islands
2022-01-24T13:34:18.254Z,-17.4691,-178.9102,582.66,4.3,"199 km ENE of Levuka, Fiji"
2022-01-24T13:49:44.712Z,-18.9741,-177.4525,584.56,4.3,Fiji region
2022-01-24T14:38:33.141Z,-8.2897,112.2682,142.06,4.2,"23 km SSE of Blitar, Indonesia"
2022-01-24T16:13:20.197Z,-4.4864,144.4233,10.0,4.4,"61 km SE of Angoram, Papua New Guinea"
2022-01-24T16:37:06.299Z,-16.0335,-72.873,81.34,4.1,"26 km S of Andaray, Peru"
2022-01-24T17:55:08.788Z,-7.5319,127.5941,158.17,4.6,"127 km NNE of Lospalos, Timor Leste"
2022-01-24T17:58:58.972Z,-11.6809,166.1795,73.25,4.5,"113 km SSE of Lata, Solomon Islands"
2022-01-24T20:25:46.817Z,-37.3147,179.8734,10.0,5.2,"221 km NE of Gisborne, New Zealand"
2022-01-24T21:14:12.274Z,-8.5292,116.0647,10.0,4.4,"4 km SSE of Senggigi, Indonesia"
2022-01-24T21:17:00.071Z,-20.496,-175.4929,131.11,4.9,"77 km NNW of Nuku‘alofa, Tonga"
2022-01-24T21:17:34.856Z,-58.7883,-23.809,10.0,5.3,South Sandwich Islands region
2022-01-24T21:24:48.135Z,-33.3452,117.0973,7.41,4.9,"23 km W of Wagin, Australia"
2022-01-24T21:44:58.766Z,-57.1359,-25.0776,10.0,5.0,South Sandwich Islands region
2022-01-24T21:50:14.861Z,-32.7831,117.4357,10.0,4.2,"29 km NE of Narrogin, Australia"
2022-01-24T22:03:32.900Z,-2.8591,129.4655,10.0,4.5,"80 km NE of Amahai, Indonesia"
2022-01-24T22:44:42.842Z,-58.83,-23.8036,10.0,4.3,South Sandwich Islands region
2022-01-24T22:44:53.369Z,-58.8856,-23.9146,10.0,4.3,South Sandwich Islands region
2022-01-24T23:29:36.551Z,-20.6853,-175.4588,10.0,4.8,Tonga
2022-01-25T00:13:09.343Z,-0.7739,-13.1352,10.0,4.8,north of Ascension Island
2022-01-25T01:21:35.058Z,-55.2819,-28.5542,10.0,4.8,South Sandwich Islands region
2022-01-25T01:24:33.513Z,-55.3696,-28.7839,11.0,6.0,South Sandwich Islands region
2022-01-25T01:24:57.776Z,-6.6332,130.6295,52.07,4.1,"259 km WSW of Tual, Indonesia"
2022-01-25T01:30:53.803Z,-55.3406,-28.3819,10.0,4.6,South Sandwich Islands region
2022-01-25T01:35:10.365Z,-55.4075,-28.4288,10.0,4.3,South Sandwich Islands region
2022-01-25T01:55:46.548Z,-55.3001,-28.3918,10.0,4.4,South Sandwich Islands region
2022-01-25T02:24:30.692Z,-60.6193,152.9558,10.0,4.5,west of Macquarie Island
2022-01-25T02:57:10.681Z,-55.3049,-28.6445,10.0,4.7,South Sandwich Islands region
2022-01-25T03:25:24.760Z,-15.8467,-173.7454,105.73,5.2,"13 km NNE of Hihifo, Tonga"
2022-01-25T03:38:06.075Z,-29.5693,-176.8581,10.0,4.8,Kermadec Islands region
2022-01-25T04:07:28.851Z,-21.2787,-67.4903,226.27,4.2,"114 km SW of Uyuni, Bolivia"
2022-01-25T04:28:31.675Z,-5.5425,128.6893,341.77,4.1,"211 km SSE of Ambon, Indonesia"
2022-01-25T04:57:52.034Z,-58.7855,-23.4307,10.0,4.2,South Sandwich Islands region
2022-01-25T05:22:13.178Z,-59.3353,-25.7325,35.0,4.3,South Sandwich Islands region
2022-01-25T10:19:14.523Z,-10.4293,-80.1585,10.0,4.5,"222 km WSW of Puerto Casma, Peru"
2022-01-25T11:17:05.871Z,-6.6484,128.9998,203.01,4.2,Banda Sea
2022-01-25T12:25:49.320Z,-20.7441,-175.3524,10.0,4.5,"46 km NNW of Nuku‘alofa, Tonga"
2022-01-25T13:40:18.963Z,-19.6294,-69.1023,104.52,4.7,"127 km ENE of Iquique, Chile"
2022-01-25T14:17:25.353Z,-3.1246,147.9525,10.0,4.5,"142 km SSE of Lorengau, Papua New Guinea"
2022-01-25T15:16:18.787Z,-55.3138,-28.7751,10.0,5.3,South Sandwich Islands region
2022-01-25T15:45:07.030Z,-4.8175,152.0928,107.24,4.5,"55 km SSW of Kokopo, Papua New Guinea"
2022-01-25T15:46:11.256Z,-6.506,68.3924,10.0,4.4,Chagos Archipelago region
2022-01-25T16:04:14.091Z,-4.4783,72.4395,10.0,5.0,Chagos Archipelago region
2022-01-25T17:20:46.449Z,-15.7462,-172.4756,10.0,4.7,"143 km E of Hihifo, Tonga"
2022-01-25T18:47:47.768Z,-8.49,-74.3137,155.12,4.3,"26 km ESE of San Fernando, Peru"
2022-01-25T23:34:22.056Z,-20.6587,-175.3833,10.0,4.9,"56 km NNW of Nuku‘alofa, Tonga"
2022-01-26T01:16:34.979Z,-31.8855,-69.221,107.02,4.4,"59 km SW of Villa Basilio Nievas, Argentina"
2022-01-26T02:06:10.223Z,-7.2607,27.9722,10.0,5.0,"177 km SE of Kabalo, Democratic Republic of the Congo"
2022-01-26T03:01:42.135Z,-31.5806,-179.8516,337.33,4.4,Kermadec Islands region
2022-01-26T03:28:07.081Z,-27.3296,-68.2112,128.64,4.4,"69 km WNW of Fiambalá, Argentina"
2022-01-26T05:39:54.296Z,-17.4327,-178.9765,530.16,4.3,"194 km ENE of Levuka, Fiji"
2022-01-26T09:39:49.349Z,-20.5225,-175.204,10.0,4.6,"68 km N of Nuku‘alofa, Tonga"
2022-01-26T11:11:41.700Z,-19.2384,168.5609,57.45,4.9,"82 km WNW of Isangel, Vanuatu"
2022-01-26T13:15:25.848Z,-17.3461,-172.3546,10.0,4.5,"217 km SE of Hihifo, Tonga"
2022-01-26T14:19:06.882Z,-24.0503,-69.4879,89.72,4.3,"102 km ESE of Antofagasta, Chile"
2022-01-26T14:38:33.952Z,-24.0519,-69.5232,93.64,4.2,"99 km ESE of Antofagasta, Chile"
2022-01-26T14:54:52.469Z,-18.8643,-70.2096,83.99,4.0,"44 km SSE of Arica, Chile"
2022-01-26T15:25:17.876Z,-55.2369,-28.8367,16.84,4.3,South Sandwich Islands region
2022-01-26T16:36:19.144Z,-63.5219,170.1107,10.0,5.6,Balleny Islands region
2022-01-26T17:06:40.504Z,-7.0782,101.6472,10.0,4.2,"southwest of Sumatra, Indonesia"
2022-01-26T17:23:29.030Z,-15.2721,-173.8123,35.0,4.5,"75 km N of Hihifo, Tonga"
2022-01-26T18:34:40.842Z,-30.4081,-176.3595,10.0,4.6,Kermadec Islands region
2022-01-26T19:42:52.902Z,-22.7643,-68.5079,10.0,4.5,"35 km WNW of San Pedro de Atacama, Chile"
2022-01-26T19:51:50.379Z,-32.6372,-178.8856,35.0,4.1,south of the Kermadec Islands
2022-01-26T20:47:50.821Z,-14.8417,-75.4273,55.29,4.6,"29 km SW of Changuillo, Peru"
2022-01-27T00:55:32.090Z,-20.603,-175.4085,10.0,5.0,"63 km NNW of Nuku‘alofa, Tonga"
2022-01-27T01:50:11.447Z,-25.9779,179.7845,500.62,4.4,south of the Fiji Islands
2022-01-27T02:08:51.196Z,-18.1423,-177.7383,599.59,4.7,Fiji region
2022-01-27T02:15:16.713Z,-3.7433,152.0144,10.0,4.7,"53 km NNW of Rabaul, Papua New Guinea"
2022-01-27T02:49:45.471Z,-3.7734,151.8042,10.0,5.1,"61 km NW of Rabaul, Papua New Guinea"
2022-01-27T03:00:48.233Z,-32.4304,-68.7512,118.79,4.7,"51 km N of Mendoza, Argentina"
2022-01-27T03:27:32.827Z,-3.6782,151.8954,10.0,4.7,"64 km NNW of Rabaul, Papua New Guinea"
2022-01-27T06:40:05.543Z,-19.0992,-176.3135,6.2,6.2,"220 km WNW of Pangai, Tonga"
2022-01-27T08:47:12.275Z,-7.8139,118.5898,10.0,4.3,"73 km NNW of Bima, Indonesia"
2022-01-27T09:12:34.993Z,-7.0912,124.6837,549.68,4.2,"177 km NNW of Maubara, Timor Leste"
2022-01-27T11:14:22.133Z,-20.6757,-175.3475,10.0,4.7,"53 km NNW of Nuku‘alofa, Tonga"
2022-01-27T13:20:01.274Z,-6.6266,120.7417,10.0,4.8,"174 km SSE of Sinjai, Indonesia"
2022-01-27T14:20:58.819Z,-10.8962,-73.904,119.8,4.5,"52 km ENE of Puerto Ocopa, Peru"
2022-01-27T15:25:19.792Z,-31.8922,-178.3249,35.0,4.6,Kermadec Islands region
2022-01-27T16:03:03.386Z,-8.7278,108.0851,21.15,5.0,"Java, Indonesia"
2022-01-27T19:23:19.649Z,-6.3563,149.4859,35.0,4.5,"17 km SSW of Kandrian, Papua New Guinea"
2022-01-27T22:18:56.600Z,-29.4612,-177.1905,10.0,4.9,"Kermadec Islands, New Zealand"
2022-01-27T22:22:29.707Z,-29.6826,-177.3602,10.0,4.9,"Kermadec Islands, New Zealand"
2022-01-27T23:18:41.650Z,-29.6088,-176.7518,10.0,4.9,Kermadec Islands region
2022-01-27T23:39:07.578Z,-6.8462,147.5103,35.0,4.6,"48 km SW of Finschhafen, Papua New Guinea"
2022-01-28T00:31:25.174Z,-19.1425,-69.3696,91.14,5.5,"122 km SE of Arica, Chile"
2022-01-28T00:53:43.686Z,-30.3645,-176.3979,10.0,4.7,Kermadec Islands region
2022-01-28T01:29:23.833Z,-30.4354,-176.5813,10.0,4.6,Kermadec Islands region
2022-01-28T01:33:38.298Z,-20.6875,-175.4401,10.0,4.9,"55 km NNW of Nuku‘alofa, Tonga"
2022-01-28T05:03:45.377Z,-18.3849,-177.7411,632.36,4.6,Fiji region
2022-01-28T05:20:37.272Z,-21.4012,-68.5972,130.96,4.6,"121 km NNE of Calama, Chile"
2022-01-28T05:58:43.347Z,-29.7068,-177.0159,10.0,4.6,"Kermadec Islands, New Zealand"
2022-01-28T06:53:59.692Z,-0.2022,124.4273,70.5,4.9,"172 km ESE of Gorontalo, Indonesia"
2022-01-28T06:57:32.418Z,-18.1016,-177.8471,644.77,4.7,Fiji region
2022-01-28T07:03:20.795Z,-56.7876,-26.9758,131.32,4.9,South Sandwich Islands region
2022-01-28T08:03:27.957Z,-24.7429,179.7963,511.07,4.9,south of the Fiji Islands
2022-01-28T08:53:38.010Z,-16.5578,173.4551,10.0,4.5,Fiji region
2022-01-28T09:29:01.456Z,-16.6408,173.7382,10.0,4.5,Fiji region
2022-01-28T10:13:18.391Z,-24.8717,179.8637,511.24,4.2,south of the Fiji Islands
2022-01-28T10:57:52.542Z,-29.8572,-177.1808,10.0,4.4,"Kermadec Islands, New Zealand"
2022-01-28T11:20:37.331Z,-12.0774,112.8834,10.0,4.9,northwest of Australia
2022-01-28T13:03:09.783Z,-18.3301,-177.9698,625.19,4.6,"288 km E of Levuka, Fiji"
2022-01-28T13:43:26.805Z,-18.7674,-69.6395,133.53,5.0,"76 km ESE of Arica, Chile"
2022-01-28T13:46:29.261Z,-61.4444,-36.9281,10.0,4.8,Scotia Sea
2022-01-28T13:51:51.928Z,-16.4218,173.5379,10.0,4.4,Fiji region
2022-01-28T15:37:03.291Z,-21.4683,-175.3027,10.0,4.5,"33 km SSW of Vaini, Tonga"
2022-01-28T16:36:00.981Z,-3.0014,126.7213,10.0,4.5,"179 km WNW of Ambon, Indonesia"
2022-01-28T16:52:10.149Z,-59.103,-25.7132,84.84,4.8,South Sandwich Islands region
2022-01-28T16:52:39.138Z,-58.9776,-25.7751,87.51,5.0,South Sandwich Islands region
2022-01-28T17:48:21.707Z,-10.4521,124.0482,10.0,4.2,"57 km ESE of Kupang, Indonesia"
2022-01-28T18:28:50.566Z,-55.6675,-27.5695,24.28,4.6,South Sandwich Islands region
2022-01-28T18:58:06.915Z,-21.6828,-176.4447,184.49,4.6,"140 km WSW of Haveluloto, Tonga"
2022-01-28T19:59:22.421Z,-11.3687,166.8007,217.37,4.3,"130 km ESE of Lata, Solomon Islands"
2022-01-28T20:35:26.351Z,-6.9233,125.628,519.48,4.4,"178 km N of Metinaro, Timor Leste"
2022-01-28T21:12:20.401Z,-20.813,-175.4114,10.0,4.9,"42 km NNW of Nuku‘alofa, Tonga"
2022-01-28T22:18:57.995Z,-6.8088,125.1321,538.24,4.3,"198 km N of Likisá, Timor Leste"
2022-01-28T23:10:15.012Z,-5.1604,153.5703,62.14,4.5,"170 km ESE of Kokopo, Papua New Guinea"
2022-01-28T23:38:14.716Z,-5.0608,102.2805,34.42,4.5,"139 km S of Bengkulu, Indonesia"
2022-01-29T01:52:28.574Z,-5.8673,128.5574,340.76,4.3,"243 km S of Ambon, Indonesia"
2022-01-29T02:42:15.996Z,-18.072,-178.2852,616.98,4.4,"253 km E of Levuka, Fiji"
2022-01-29T02:46:39.588Z,-29.5642,-176.7217,8.0,6.5,Kermadec Islands region
2022-01-29T02:53:25.941Z,-29.6368,-176.7946,10.0,5.3,Kermadec Islands region
2022-01-29T02:57:49.301Z,-29.7055,-176.7779,10.0,4.7,Kermadec Islands region
2022-01-29T02:59:52.391Z,-29.5523,-177.1645,10.0,4.9,"Kermadec Islands, New Zealand"
2022-01-29T03:00:27.146Z,-29.8116,-176.8695,10.0,5.2,Kermadec Islands region
2022-01-29T03:01:29.935Z,-29.6062,-176.6645,10.0,5.3,Kermadec Islands region
2022-01-29T03:04:51.634Z,-29.798,-176.8106,10.0,5.1,Kermadec Islands region
2022-01-29T03:44:21.103Z,-29.8059,-177.0453,10.0,4.7,"Kermadec Islands, New Zealand"
2022-01-29T03:47:27.857Z,-29.3898,-176.5186,10.0,4.5,Kermadec Islands region
2022-01-29T03:57:34.916Z,-29.4194,-176.6053,10.0,4.9,Kermadec Islands region
2022-01-29T03:58:23.606Z,-21.0085,-67.7394,168.4,4.4,"112 km WSW of Uyuni, Bolivia"
2022-01-29T04:10:51.586Z,-29.7291,-176.8747,10.0,4.9,Kermadec Islands region
2022-01-29T04:38:59.051Z,-29.5233,-176.5253,10.0,5.1,Kermadec Islands region
2022-01-29T04:42:37.139Z,-29.5226,-176.4984,10.0,4.9,Kermadec Islands region
2022-01-29T04:56:49.373Z,-29.5367,-176.9748,10.0,4.8,Kermadec Islands region
2022-01-29T04:59:10.356Z,-29.6171,-176.9625,10.0,5.8,Kermadec Islands region
2022-01-29T05:06:45.819Z,-29.9219,-176.9966,10.0,4.6,Kermadec Islands region
2022-01-29T06:28:03.593Z,-29.2817,-176.6428,10.0,4.6,Kermadec Islands region
2022-01-29T06:57:33.389Z,-29.6495,-176.8486,10.0,4.6,Kermadec Islands region
2022-01-29T07:30:27.740Z,-29.3289,-176.6506,10.0,4.9,Kermadec Islands region
2022-01-29T07:48:33.082Z,-29.625,-176.7078,10.0,4.5,Kermadec Islands region
2022-01-29T07:53:46.348Z,-29.7441,-176.5318,10.0,4.6,Kermadec Islands region
2022-01-29T08:36:20.735Z,-30.0104,-176.6552,10.0,4.6,Kermadec Islands region
2022-01-29T08:48:00.244Z,-29.718,-176.6174,10.0,4.9,Kermadec Islands region
2022-01-29T10:03:55.728Z,-30.0677,-176.7846,10.0,4.5,Kermadec Islands region
2022-01-29T10:36:05.624Z,-29.8946,-177.0117,10.0,4.5,"Kermadec Islands, New Zealand"
2022-01-29T10:53:29.206Z,-29.6747,-176.8031,10.0,4.5,Kermadec Islands region
2022-01-29T11:12:12.514Z,-29.5398,-176.7879,10.0,4.6,Kermadec Islands region
2022-01-29T11:33:17.415Z,-29.2102,-176.7438,10.0,4.5,Kermadec Islands region
2022-01-29T11:43:49.020Z,-29.6121,-176.6764,10.0,4.5,Kermadec Islands region
2022-01-29T12:56:54.484Z,-28.1856,-67.5689,130.23,4.6,"13 km S of Tinogasta, Argentina"
2022-01-29T12:59:18.699Z,-29.6339,-176.8001,10.0,4.6,Kermadec Islands region
2022-01-29T13:26:37.702Z,-29.7531,-177.0552,10.0,4.5,"Kermadec Islands, New Zealand"
2022-01-29T13:56:27.083Z,-29.6173,-176.7003,10.0,4.7,Kermadec Islands region
2022-01-29T14:09:05.031Z,-29.5325,-176.562,10.0,4.9,Kermadec Islands region
2022-01-29T14:22:58.080Z,-29.9913,-176.2236,10.0,4.4,Kermadec Islands region
2022-01-29T14:25:57.883Z,-29.7108,-176.5734,10.0,4.5,Kermadec Islands region
2022-01-29T16:11:18.187Z,-45.0828,-77.7665,10.0,4.5,"Off the coast of Aisen, Chile"
2022-01-29T17:21:13.716Z,-0.0732,124.4456,64.35,4.3,"158 km SSW of Tomohon, Indonesia"
2022-01-29T17:49:09.956Z,-29.711,-176.6905,10.0,4.5,Kermadec Islands region
2022-01-29T18:08:15.920Z,-23.9156,-179.6691,475.77,4.4,south of the Fiji Islands
2022-01-29T19:01:41.839Z,-32.2738,-111.6994,10.0,4.6,southern East Pacific Rise
2022-01-29T19:57:43.205Z,-27.237,66.4582,10.0,4.7,Indian Ocean Triple Junction
2022-01-29T20:04:54.207Z,-5.5048,-80.9415,35.0,4.2,"14 km WNW of Sechura, Peru"
2022-01-29T20:46:05.997Z,-21.9173,-67.5554,194.68,4.4,"128 km NNE of San Pedro de Atacama, Chile"
2022-01-29T21:17:12.751Z,-2.6953,140.0993,10.0,4.4,"60 km W of Abepura, Indonesia"
2022-01-29T21:18:17.775Z,-9.4883,-75.6201,10.0,4.5,"46 km ESE of Tingo María, Peru"
2022-01-29T21:21:49.059Z,-20.6009,-175.5244,10.0,4.9,"68 km NNW of Nuku‘alofa, Tonga"
2022-01-29T21:23:41.028Z,-0.5409,125.8526,36.14,4.3,"225 km SW of Ternate, Indonesia"
2022-01-29T22:37:42.394Z,-7.8719,-74.5674,155.12,4.4,"56 km N of Pucallpa, Peru"
2022-01-29T23:08:26.943Z,-2.6656,128.985,10.0,4.6,"74 km N of Amahai, Indonesia"
2022-01-29T23:46:00.761Z,-55.2309,-28.3413,10.0,4.5,South Sandwich Islands region
2022-01-30T01:57:20.808Z,-41.1078,80.5102,10.0,5.0,Mid-Indian Ridge
2022-01-30T02:44:56.316Z,-23.303,-64.9234,10.0,4.8,"45 km ESE of Humahuaca, Argentina"
2022-01-30T04:04:39.580Z,-5.408,152.3659,38.91,4.4,"118 km S of Kokopo, Papua New Guinea"
2022-01-30T04:06:51.138Z,-5.3541,152.3988,37.15,4.7,"112 km S of Kokopo, Papua New Guinea"
2022-01-30T04:47:01.277Z,-33.0464,-179.6392,115.54,4.9,south of the Kermadec Islands
2022-01-30T05:08:20.279Z,-30.0533,-177.1517,10.0,4.3,"Kermadec Islands, New Zealand"
2022-01-30T05:56:56.357Z,-34.9993,-178.3485,10.0,4.1,south of the Kermadec Islands
2022-01-30T06:03:22.485Z,-29.3256,-176.2484,10.0,4.2,Kermadec Islands region
2022-01-30T08:00:22.334Z,-18.5511,170.7613,199.12,4.1,"190 km NE of Isangel, Vanuatu"
2022-01-30T08:03:19.680Z,-15.4728,167.5833,94.32,4.2,"45 km E of Luganville, Vanuatu"
2022-01-30T10:23:32.539Z,-4.4022,144.472,111.79,4.5,"near the north coast of New Guinea, Papua New Guinea"
2022-01-30T10:42:16.060Z,-25.9964,-69.9814,85.54,4.2,"41 km N of Diego de Almagro, Chile"
2022-01-30T11:07:32.889Z,-32.0955,-111.7869,10.0,5.6,southern East Pacific Rise
2022-01-30T11:31:33.583Z,-10.0718,117.4746,37.22,4.8,"174 km S of Sumbawa Besar, Indonesia"
2022-01-30T11:46:41.421Z,-10.2778,117.4855,35.0,4.5,"197 km S of Sumbawa Besar, Indonesia"
2022-01-30T11:50:00.927Z,-29.7597,-176.7265,14.25,4.8,Kermadec Islands region
2022-01-30T11:56:25.088Z,-16.4928,-174.1476,147.28,4.6,"70 km SSW of Hihifo, Tonga"
2022-01-30T11:58:07.357Z,-29.7657,75.3566,10.0,4.6,Mid-Indian Ridge
2022-01-30T13:12:34.884Z,-17.403,-178.8448,551.72,4.4,"208 km ENE of Levuka, Fiji"
2022-01-30T14:48:28.312Z,-19.9901,-177.3826,543.68,4.6,"260 km WNW of Haveluloto, Tonga"
2022-01-30T15:08:20.489Z,-24.09,-67.0189,213.06,4.3,"72 km WNW of San Antonio de los Cobres, Argentina"
2022-01-30T16:57:10.216Z,-5.6338,141.9527,10.0,4.3,"91 km NE of Kiunga, Papua New Guinea"
2022-01-30T17:14:57.632Z,-57.3997,-24.9804,35.0,4.5,South Sandwich Islands region
2022-01-30T17:21:22.829Z,-7.528,120.5419,517.68,4.2,"120 km N of Ruteng, Indonesia"
2022-01-30T17:53:26.492Z,-20.7451,-175.0622,10.0,4.6,"42 km N of Kolonga, Tonga"
2022-01-30T19:23:20.052Z,-52.3792,13.9153,10.0,4.6,southwest of Africa
2022-01-30T19:43:30.124Z,-4.2784,136.7837,10.0,4.6,"174 km SE of Nabire, Indonesia"
2022-01-30T20:22:20.321Z,-10.2091,122.2996,58.58,5.0,Savu Sea
2022-01-30T21:37:51.062Z,-6.7798,120.5412,10.0,4.7,"185 km S of Sinjai, Indonesia"
2022-01-30T22:03:25.323Z,-6.4528,129.2987,201.5,4.3,Banda Sea
2022-01-30T22:49:11.760Z,-18.2963,-177.9495,555.8,4.6,"290 km E of Levuka, Fiji"
2022-01-30T23:45:27.152Z,-7.3041,125.7897,10.0,4.6,"135 km N of Metinaro, Timor Leste"
2022-01-31T00:08:15.520Z,-14.9338,-73.9756,72.35,5.0,"15 km SSW of Tambo, Peru"
2022-01-31T01:20:26.704Z,-29.7139,-178.1633,10.0,4.4,"Kermadec Islands, New Zealand"
2022-01-31T02:28:43.309Z,-57.3806,-25.1719,35.0,4.6,South Sandwich Islands region
2022-01-31T02:43:29.062Z,-7.2085,120.3596,554.27,4.2,"151 km NNE of Labuan Bajo, Indonesia"
2022-01-31T11:21:46.538Z,-29.6348,-177.0354,14.0,5.7,"Kermadec Islands, New Zealand"
2022-01-31T11:26:52.598Z,-29.5983,-176.9102,10.0,5.4,Kermadec Islands region
2022-01-31T12:14:36.475Z,-29.5676,-176.8028,15.0,5.9,Kermadec Islands region
2022-01-31T13:06:52.345Z,-6.8787,148.3613,10.0,4.3,"67 km ESE of Finschhafen, Papua New Guinea"
2022-01-31T13:16:43.013Z,-29.6463,-176.8753,10.0,4.6,Kermadec Islands region
2022-01-31T13:27:15.132Z,-29.7975,-177.1967,10.0,4.5,"Kermadec Islands, New Zealand"
2022-01-31T14:15:07.954Z,-29.5448,-176.9125,10.0,4.8,Kermadec Islands region
2022-01-31T14:42:55.744Z,-2.3161,140.3672,16.49,4.3,"42 km NW of Abepura, Indonesia"
2022-01-31T14:46:36.449Z,-2.3638,140.2295,17.13,4.0,"51 km WNW of Abepura, Indonesia"
2022-01-31T15:00:53.439Z,-2.3323,140.3293,15.68,4.4,"44 km NW of Abepura, Indonesia"
2022-01-31T15:11:05.439Z,-29.2697,-176.9395,10.0,4.4,Kermadec Islands region
2022-01-31T15:27:59.098Z,-14.6128,-73.2981,122.64,4.2,"21 km N of Aniso, Peru"
2022-01-31T15:37:35.876Z,-55.2825,-28.581,10.0,4.5,South Sandwich Islands region
2022-01-31T15:40:38.260Z,-55.2683,-28.6158,10.0,4.8,South Sandwich Islands region
2022-01-31T16:13:15.429Z,-55.2898,-28.6184,10.0,4.3,South Sandwich Islands region
2022-01-31T17:20:29.034Z,-29.5451,-176.6766,10.0,4.5,Kermadec Islands region
2022-01-31T18:55:36.362Z,-3.2062,141.4354,35.0,4.4,"59 km SSE of Vanimo, Papua New Guinea"
2022-01-31T19:18:23.415Z,-30.0451,-177.5443,20.72,4.8,"Kermadec Islands, New Zealand"
2022-01-31T19:47:20.746Z,-16.2127,168.3546,187.45,4.4,"101 km E of Lakatoro, Vanuatu"
2022-01-31T20:07:12.636Z,-20.545,-175.3251,10.0,4.7,"67 km N of Nuku‘alofa, Tonga"
2022-01-31T21:36:17.102Z,-29.8948,-71.9834,9.43,4.5,"62 km W of Coquimbo, Chile"
2022-01-31T22:18:32.343Z,-20.8636,-175.3691,10.0,4.6,"35 km NNW of Nuku‘alofa, Tonga"
2022-01-31T22:36:37.687Z,-25.8621,27.5894,5.0,3.6,"30 km NW of Krugersdorp, South Africa"
2022-02-01T00:01:34.026Z,-8.5628,118.2747,127.65,4.4,"20 km W of Dompu, Indonesia"
2022-02-01T00:18:53.742Z,-7.588,127.4968,190.11,4.6,"116 km NNE of Lospalos, Timor Leste"
